url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,57,42
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,47,22
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,21,16
/Ladbaby/PowerPlanSwitcher/tree/master,12,8
/Ladbaby/PowerPlanSwitcher/releases,10,10
/Ladbaby/PowerPlanSwitcher/tree/master/.github/workflows,6,4
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,3,2
/Ladbaby/PowerPlanSwitcher/issues,3,2
/Ladbaby/PowerPlanSwitcher/pulls,3,2
/Ladbaby/PowerPlanSwitcher/actions,2,2
