url_path,views_total,views_unique
/Ladbaby/PowerPlanSwitcher,52,40
/Ladbaby/PowerPlanSwitcher/blob/master/README_cn.md,47,26
/Ladbaby/PowerPlanSwitcher/releases/tag/v1.0.1,22,15
/Ladbaby/PowerPlanSwitcher/releases,10,10
/Ladbaby/PowerPlanSwitcher/tree/master,9,6
/Ladbaby/PowerPlanSwitcher/blob/master/PowerPlanSwitcher.exe,6,5
/Ladbaby/PowerPlanSwitcher/tree/master/vbs,4,3
/Ladbaby/PowerPlanSwitcher/blame/master/README_cn.md,3,3
/Ladbaby/PowerPlanSwitcher/blob/master/README.md,2,2
/Ladbaby/PowerPlanSwitcher/tree/master/image,2,2
